# generated_by=fixtures/r/generate_hard_real_2026_subset_fixture.R
# source=ignored_2026_hard_real_bundle
# expected=black_box_R_locfit_on_committed_subset
# r_version=4.6.0
# locfit_version=1.5.9.12
# input_count=576
# prediction_count=72
# columns:case,kind,index,label,mean,disp,log_mean,log_disp,expected,expected_log
testis_full,input,56,input_056,4.0827706898215599,0.22696951173331301,1.4067758485809001,-1.4829395800659499,,
testis_full,input,57,input_057,4.2483825291423898,0.64331005187407397,1.44653832911859,-0.44112847520292298,,
testis_full,input,58,input_058,4.4198234905198799,1.20746388427089,1.4860997610206901,0.18852219659078501,,
testis_full,input,59,input_059,4.6032815707174999,0.40575438864916602,1.52676943409555,-0.90200725650504199,,
testis_full,input,60,input_060,4.8093164042792704,0.27722284138268899,1.5705549543252499,-1.28293361469066,,
testis_full,input,61,input_061,5.0214168095147,0.43445024481627498,1.6137121268544601,-0.83367385218856405,,
testis_full,input,62,input_062,5.2202758347131599,0.29265709012998897,1.65255024239754,-1.22875369620201,,
testis_full,input,63,input_063,5.4281334298520303,0.30749195353034497,1.6915953234413199,-1.1793063594589299,,
testis_full,input,64,input_064,5.64989486119575,0.324207397203853,1.7316369363472901,-1.12637185314921,,
testis_full,input,65,input_065,5.8902466061600496,0.53497651687830505,1.77329786540503,-0.62553242673489695,,
testis_full,input,66,input_066,6.1382012838784998,0.20266381832779201,1.8145317487322801,-1.5962067400865001,,
testis_full,input,67,input_067,6.4046202586246199,1.33274657019122,1.85701964532014,0.28724190323493898,,
testis_full,input,68,input_068,6.6841323408019901,0.36772506131412103,1.89973641017837,-1.0004197360376801,,
testis_full,input,69,input_069,6.9480387101685901,0.113081665789437,1.93845941977505,-2.1796450151948799,,
testis_full,input,70,input_070,7.2372549037108103,0.83457359612831905,1.97924197755344,-0.18083434788357999,,
testis_full,input,71,input_071,7.54355279240845,0.194642377685804,2.0206932636705899,-1.6365913647686801,,
testis_full,input,72,input_072,7.8538728734734002,0.218216791611622,2.0610067698105801,-1.5222662534037199,,
testis_full,input,73,input_073,8.1971614857438002,0.299013513738839,2.1037879340677601,-1.2072665101618101,,
testis_full,input,74,input_074,8.5505740108663897,0.20424108361234899,2.14599841646901,-1.5884542004796001,,
testis_full,input,75,input_075,8.9382791720607795,0.32032127507394398,2.19034308431088,-1.1384308022377501,,
testis_full,input,76,input_076,9.3379512575709995,0.38882404602881299,2.2340868767419102,-0.94462836152636098,,
testis_full,input,77,input_077,9.7003947261702397,0.16076429171581699,2.2721665781009901,-1.8278160133415999,,
testis_full,input,78,input_078,10.113793237778401,0.097614465706058501,2.3139001592788002,-2.3267295823443099,,
testis_full,input,79,input_079,10.552425857160401,0.179643886850127,2.35635577255748,-1.7167787941110899,,
testis_full,input,80,input_080,11.0147658743035,0.62505759521259496,2.3992367248585,-0.46991148115134901,,
testis_full,input,81,input_081,11.5178081849942,0.45099096358502799,2.4438943754464302,-0.79630797607702397,,
testis_full,input,82,input_082,12.0067876854432,0.35311255619232701,2.4854721303273402,-1.0409684168037201,,
testis_full,input,83,input_083,12.5382315783888,0.162101940412683,2.5287825028031401,-1.8195298798452599,,
testis_full,input,84,input_084,13.1195310189292,0.67575193406668299,2.5741020373686099,-0.39192923172581701,,
testis_full,input,85,input_085,13.722173646377,0.54854785658304905,2.6190130387854098,-0.60048075314938798,,
testis_full,input,86,input_086,14.3272590804547,0.19243578392756699,2.66216395211862,-1.6479927708944799,,
testis_full,input,87,input_087,14.943160754414199,0.42283106713375701,2.70425372054213,-0.86078254818280298,,
testis_full,input,88,input_088,15.649438633575199,0.24371988584301599,2.7504350462837199,-1.4117357219959501,,
testis_full,input,89,input_089,16.308059436221502,0.93009114509956103,2.7916594295555601,-0.072472692153660104,,
testis_full,input,90,input_090,17.045876345175799,0.447866636778607,2.8359083178895799,-0.80325977664639203,,
testis_full,input,91,input_091,17.901274823676001,0.38396858708449599,2.8848719295105201,-0.95719453420803702,,
testis_full,input,92,input_092,18.717828946357301,0.57667254010767799,2.9294764892360599,-0.55048069505246799,,
testis_full,input,93,input_093,19.628153206196401,0.246785169275931,2.9769649236891702,-1.3992370808313399,,
testis_full,input,94,input_094,20.496741127053099,0.76246258472181005,3.0202659040953401,-0.271201840921802,,
testis_full,input,95,input_095,21.447761978368401,0.251958717715835,3.06562030325777,-1.3784900234784001,,
testis_full,input,96,input_096,22.538373145485899,0.134717939698723,3.1152193296752002,-2.0045720218152501,,
testis_full,input,97,input_097,23.545543150691099,0.23172703118306601,3.1589365520508501,-1.4621951897691099,,
testis_full,input,98,input_098,24.658792625239901,0.21059641794120501,3.2051335356794999,-1.5578116882530999,,
testis_full,input,99,input_099,25.829175150915798,0.071642681202752606,3.2515046728354,-2.6360642764325601,,
testis_full,input,100,input_100,27.1179896794611,0.236794418240488,3.3001973334611301,-1.44056294786966,,
testis_full,input,101,input_101,28.375467844479601,0.94937442479342904,3.3455249635768198,-0.051952011511489302,,
testis_full,input,102,input_102,29.758578882933399,0.248313159275492,3.3931174562351001,-1.3930645903874701,,
testis_full,input,103,input_103,31.291582268994201,0.36045901576670902,3.4433491242832099,-1.0203770159136101,,
testis_full,input,104,input_104,32.829726118869601,0.36202236565666102,3.4913343890744901,-1.0160492854829599,,
testis_full,input,105,input_105,34.458520155692597,0.098965366047502806,3.5397562863498302,-2.3129853279591099,,
testis_full,input,106,input_106,36.089750622807301,0.18408358092899099,3.5860089087612601,-1.69236538033151,,
testis_full,input,107,input_107,38.057777842447102,0.63708410190593601,3.6391054745210099,-0.45085360401512797,,
testis_full,input,108,input_108,39.875125041468998,0.113614226112427,3.6857526969363001,-2.1749465506727699,,
testis_full,input,109,input_109,41.836106872632399,0.23713690283055999,3.7337597674501999,-1.4391176555479199,,
testis_full,input,110,input_110,43.914442193842902,0.56238733927224904,3.7822432453378898,-0.57556445070165296,,
testis_full,input,111,input_111,46.137646844384797,0.19420134317510501,3.8316292511066199,-1.6388598066961799,,
testis_full,input,112,input_112,48.632207188178299,0.16106597713427301,3.8842860107634301,-1.82594120207602,,
testis_full,input,113,input_113,51.135745170383601,0.22413581553612399,3.9344837667612298,-1.49550309150672,,
testis_full,input,114,input_114,53.701801513372402,0.29028365901728098,3.98344654868716,-1.2368966995211499,,
testis_full,input,115,input_115,56.667075559556501,0.108567879470269,4.0371933641129996,-2.2203796843810002,,
testis_full,input,116,input_116,59.9273224917589,0.092309713320127898,4.0931325362112103,-2.3826059066058698,,
testis_full,input,117,input_117,63.280015370697598,0.22442085653548,4.1475695663591399,-1.4942321660898299,,
testis_full,input,118,input_118,66.962995671888805,0.16080474583607199,4.2041401634106101,-1.8275644087668801,,
testis_full,input,119,input_119,70.893395568548797,0.039606903435456697,4.2611772778388399,-3.2287518467370702,,
testis_full,input,120,input_120,75.226907386091,0.082472465015659302,4.3205089779419596,-2.49529079873684,,
testis_full,input,121,input_121,79.613665776737307,0.14632683764446999,4.3771857587271903,-1.9219125452336501,,
testis_full,input,122,input_122,84.472372890077807,0.175918555685672,4.4364245328575498,-1.7377341428325901,,
testis_full,input,123,input_123,89.976110148232806,0.188971593673704,4.4995441922966801,-1.6661585732410999,,
testis_full,input,124,input_124,95.037133086683198,0.071849680990087303,4.5542676898256298,-2.6331791064100698,,
testis_full,input,125,input_125,101.245390403397,0.53065024184216403,4.6175471780702404,-0.63365215302737399,,
testis_full,input,126,input_126,107.85272614418901,0.079574024367597904,4.6807666496987297,-2.53106756642828,,
testis_full,input,127,input_127,114.73331156985201,0.32082831823082802,4.7426104054217904,-1.13684913309881,,
testis_full,input,128,input_128,122.03399288998,0.127144397710205,4.8042996361687997,-2.0624318485628299,,
testis_full,input,129,input_129,130.178719848019,0.36554497259575602,4.8689082743888603,-1.0063659633239599,,
testis_full,input,130,input_130,138.325798533582,0.255715927621468,4.9296117616471902,-1.3636881083571899,,
testis_full,input,131,input_131,146.75271797331001,0.123242877483189,4.9887489796495403,-2.09359825691224,,
testis_full,input,132,input_132,157.414239079174,0.0540209863101766,5.0588807961812003,-2.9183826725433901,,
testis_full,input,133,input_133,167.89408250723699,0.16871425606089399,5.1233333193125299,-1.7795487876011,,
testis_full,input,134,input_134,179.742714047535,0.13465916874396699,5.1915264619689898,-2.0050083688829599,,
testis_full,input,135,input_135,191.24421956202201,0.23396713337844499,5.2535512477375699,-1.4525746291369199,,
testis_full,input,136,input_136,205.61742292528999,0.140585705385528,5.3260172718451502,-1.9619379734404101,,
testis_full,input,137,input_137,220.732814259506,0.26935670221353403,5.3969529848544102,-1.3117187472487599,,
testis_full,input,138,input_138,236.60523561815199,0.081385513984119806,5.46639307986307,-2.5085579826936102,,
testis_full,input,139,input_139,253.564304595782,0.67471281148315598,5.5356174579077004,-0.39346814311469303,,
testis_full,input,140,input_140,272.96453097749003,0.17592342005304901,5.6093418635848398,-1.7377064919682099,,
testis_full,input,141,input_141,293.531482782811,0.062890174612730596,5.6819849002371603,-2.7663653339521201,,
testis_full,input,142,input_142,315.648926721225,0.50097253836028299,5.7546306045899698,-0.69120399305172597,,
testis_full,input,143,input_143,338.94252111996701,0.148398982671781,5.8258305387861196,-1.9078508035838,,
testis_full,input,144,input_144,366.48365982130701,0.0261788552234145,5.9039539359434503,-3.6428032465987399,,
testis_full,input,145,input_145,397.306690154357,0.28104941864365601,5.9847085017282504,-1.26922475805191,,
testis_full,input,146,input_146,424.73447742488702,0.053741180978382798,6.0514642146809203,-2.9235757002569001,,
testis_full,input,147,input_147,454.34516494931199,0.136623809670776,6.1188571843972897,-1.9905240449056301,,
testis_full,input,148,input_148,488.09860677136902,0.21717202931457699,6.1905174484972401,-1.5270654776930299,,
testis_full,input,149,input_149,524.69741666327104,0.021193570788330101,6.2628217472257504,-3.8540574079996199,,
testis_full,input,150,input_150,563.76678526936496,0.30042786527985399,6.3346406646873703,-1.2025476028087501,,
testis_full,input,151,input_151,602.92370586397101,0.13083479138520801,6.4017906644502904,-2.03381988614434,,
testis_full,input,152,input_152,650.24472404512005,0.194162458668968,6.47734879056285,-1.63906005453639,,
testis_full,input,153,input_153,698.09863068221205,0.58833598174627899,6.5483603974821101,-0.53045709674123298,,
testis_full,input,154,input_154,748.74126131342496,0.032305113641030198,6.6183934783277296,-3.4325297442245901,,
testis_full,input,155,input_155,805.53128922327801,0.0408544833046149,6.69150204633595,-3.19773871327929,,
testis_full,input,156,input_156,860.68798725685804,0.12592114640256499,6.7577320546123598,-2.0720993901409801,,
testis_full,input,157,input_157,921.09359946155905,0.026948922858349999,6.8255616591713899,-3.6138119505761601,,
testis_full,input,158,input_158,988.16205292150801,0.051173581552804902,6.8958467054734802,-2.97253186539968,,
testis_full,input,159,input_159,1057.2265271895501,0.034430202396335603,6.9634042743464297,-3.36882112316116,,
testis_full,input,160,input_160,1132.87685207455,0.37452470263089399,7.0325155632181904,-0.98209751656900901,,
testis_full,input,161,input_161,1208.27032533544,0.065212382111015293,7.0969451327111104,-2.7301059184019398,,
testis_full,input,162,input_162,1289.81219722695,0.28540150918117302,7.1622519032124101,-1.25385828600253,,
testis_full,input,163,input_163,1380.8767096199799,0.28099850930732401,7.2304738732617198,-1.2694059146186001,,
testis_full,input,164,input_164,1468.40704011705,0.20364520956338,7.2919334460248697,-1.5913759680547399,,
testis_full,input,165,input_165,1563.6779590275701,0.064878477524826006,7.3547959913530301,-2.73523933546717,,
testis_full,input,166,input_166,1663.2574306234601,0.14881122634594701,7.4165332661445396,-1.90507671355574,,
testis_full,input,167,input_167,1765.4477243940701,0.14348907405627501,7.4761596054110004,-1.9414963856618399,,
testis_full,input,168,input_168,1872.9134510225499,0.097639326146813102,7.5352504926324597,-2.3264749348862201,,
testis_full,input,169,input_169,2000.7872478965701,0.018178931432828001,7.6012960060407897,-4.0074919690324098,,
testis_full,input,170,input_170,2125.0062815198498,0.063446154899811702,7.66153003736349,-2.7575636871338101,,
testis_full,input,171,input_171,2259.1427586043301,0.10515989398839801,7.7227407099579004,-2.2522732872191198,,
testis_full,input,172,input_172,2412.5505094226301,0.077126813117258997,7.7884397695422196,-2.5623042882191802,,
testis_full,input,173,input_173,2557.0085363123399,0.084843760593221698,7.8465933136948198,-2.4669438245581801,,
testis_full,input,174,input_174,2712.30626614209,0.054356957326309102,7.9055545726775698,-2.91218266392376,,
testis_full,input,175,input_175,2883.9775482580299,0.13201178474098699,7.9669257134432003,-2.0248640820400299,,
testis_full,input,176,input_176,3065.4517007854402,0.0132799644663855,8.0279502113407109,-4.3214988106614101,,
testis_full,input,177,input_177,3253.82758873898,0.023309968205595,8.0875873019680604,-3.7588741899167402,,
testis_full,input,178,input_178,3491.3830966277301,0.16281238808867801,8.1580532394479395,-1.81515673439789,,
testis_full,input,179,input_179,3760.34190356207,0.057278087817761197,8.2322651640483198,-2.8598371399567899,,
testis_full,input,180,input_180,4062.83944678542,0.301617177309986,8.3096373792791702,-1.19859669052457,,
testis_full,input,181,input_181,4330.87886428605,0.048523167189346503,8.3735257713674702,-3.0257139210814699,,
testis_full,input,182,input_182,4682.4093202206304,0.015104108238317799,8.4515680684544101,-4.1927885034024897,,
testis_full,input,183,input_183,5159.0488856884504,0.017313178268959499,8.5485075170067795,-4.0562873178115799,,
testis_full,input,184,input_184,5685.5066875829398,0.18227780781037001,8.6456755293164704,-1.7022233391544399,,
testis_full,input,185,input_185,6268.16194011678,0.064960287719337095,8.7432384391531404,-2.7339791539615401,,
testis_full,input,186,input_186,7093.9732793160701,0.079425216526343795,8.8670008686667696,-2.5329393726566001,,
testis_full,input,187,input_187,8096.8611477211198,0.023288012782772999,8.9992317529310899,-3.7598165236394001,,
testis_full,input,188,input_188,9500.2352953051704,0.22916329951522699,9.1590718452087696,-1.4733204312419299,,
testis_full,input,189,input_189,11572.2261417681,0.069354214507874101,9.3563632080558001,-2.6685283625050999,,
testis_full,input,190,input_190,16488.605579287701,0.62583261769983101,9.7104248503824593,-0.46867232750156301,,
testis_full,input,191,input_191,1103696.22262029,0.11815447267304,13.9141753072855,-2.1357624201788101,,
testis_full,predict,0,hard_00,0.00128559090560037,,-6.6565368176167299,,7215.2996135394942,8.8839589968238712
testis_full,predict,1,hard_01,0.001474153153437,,-6.51967158733102,,5768.3236643910486,8.6601367911891902
testis_full,predict,2,hard_02,0.00150873599808323,,-6.4964830660706703,,5553.805028738082,8.6222385625941129
testis_full,predict,3,hard_03,0.0020040277058870301,,-6.2125962705621598,,3494.0227023297048,8.1588089881914119
testis_full,predict,4,hard_04,0.0020133909253605099,,-6.2079349508011399,,3467.5653460190078,8.1512079972944758
testis_full,predict,5,hard_05,0.0020583226930621602,,-6.1858638545120801,,3344.9980299176559,8.1152213835988238
testis_full,predict,6,hard_06,0.0020781275387391999,,-6.1762880124718604,,3293.1834505943248,8.0996099900850087
testis_full,predict,7,hard_07,0.0020880969083833401,,-6.1715021979777704,,3267.5905408668477,8.0918081546376115
testis_full,predict,8,hard_08,0.0020907121230299198,,-6.1702505423178096,,3260.9301389524212,8.0897677523621763
testis_full,predict,9,hard_09,0.0021215791059258,,-6.1555946062839499,,3183.9493584130264,8.065877641816753
testis_full,predict,10,hard_10,0.0021439304291600799,,-6.1451144853858501,,3130.0241935953804,8.0487960130875145
testis_full,predict,11,hard_11,0.00215220061218333,,-6.14126441975265,,3110.4450712136618,8.0425211046490652
testis_full,predict,12,range_00,0.0068865833407503801,,-4.9781802036325802,,471.22608311049066,6.1553379854541141
testis_full,predict,13,range_01,0.73508441180283202,,-0.30776994037334898,,1.3761322601459942,0.31927685418413576
testis_full,predict,14,range_02,1.66830328124975,,0.51180711069992102,,0.81796688099663961,-0.20093343097821137
testis_full,predict,15,range_03,3.5103297723748601,,1.25570998530809,,0.54641851165229793,-0.60437009199436331
testis_full,predict,16,range_04,7.0763053189103404,,1.9567519238842399,,0.40151242682751004,-0.91251679507177741
testis_full,predict,17,range_05,14.824258762649499,,2.6962649444870399,,0.30835776970670714,-1.1764945801753488
testis_full,predict,18,range_06,33.116523466369799,,3.5000323562047102,,0.23609384314135382,-1.4435259125650655
testis_full,predict,19,range_07,82.373119902912407,,4.41125916892533,,0.18104319400487048,-1.7090196352756375
testis_full,predict,20,range_08,252.156772200148,,5.5300510059853796,,0.11594356587715549,-2.1546517073148133
testis_full,predict,21,range_09,878.03886220973698,,6.77769085485345,,0.067217123457432734,-2.6998272505577883
testis_full,predict,22,range_10,2649.88279403878,,7.88227068933754,,0.070330030183296699,-2.6545563994955641
testis_full,predict,23,range_11,1103696.22262029,,13.9141753072855,,0.11840281733902737,-2.1336627617221939
thyroid_full,input,0,input_000,0.0042075234650146001,476,-5.4708810549654601,6.1654178542314204,,
thyroid_full,input,1,input_001,0.0104389474899924,476,-4.5622115167446502,6.1654178542314204,,
thyroid_full,input,2,input_002,0.016585855649797001,476,-4.0992050161263496,6.1654178542314204,,
thyroid_full,input,3,input_003,0.022702241627175001,476,-3.7852916092744402,6.1654178542314204,,
thyroid_full,input,4,input_004,0.0292437125486034,476,-3.53209068401384,6.1654178542314204,,
thyroid_full,input,5,input_005,0.035095928759180398,476,-3.3496701450045898,6.1654178542314204,,
thyroid_full,input,6,input_006,0.042227196380832902,476,-3.16469080151714,6.1654178542314204,,
thyroid_full,input,7,input_007,0.049224717745220699,444.66105507139702,-3.0113593884455399,6.0973123179483597,,
thyroid_full,input,8,input_008,0.056190122731398499,476,-2.8790142896390498,6.1654178542314204,,
thyroid_full,input,9,input_009,0.064427878119339796,227.85412480015501,-2.74220884948984,5.4287056206847399,,
thyroid_full,input,10,input_010,0.073306436296235802,147.817934760442,-2.6131068663559098,4.9959813459456601,,
thyroid_full,input,11,input_011,0.082642352576356701,337.19563954807302,-2.4932329868078398,5.8206632946919896,,
thyroid_full,input,12,input_012,0.0931155958757654,196.09970719850401,-2.3739135912660299,5.2786232400777999,,
thyroid_full,input,13,input_013,0.10289885903575099,50.474761876436801,-2.2740087242915501,3.92147344653422,,
thyroid_full,input,14,input_014,0.112080467679345,44.7757498575169,-2.1885382042341699,3.8016666950431,,
thyroid_full,input,15,input_015,0.122142138203719,74.573193191604901,-2.1025698451694401,4.3117811020363002,,
thyroid_full,input,16,input_016,0.13291993510165101,135.68862429118201,-2.0180083237470599,4.9103627334903699,,
thyroid_full,input,17,input_017,0.143066552797874,55.438600518119799,-1.9444453528082299,4.0152761113833799,,
thyroid_full,input,18,input_018,0.153994697447847,23.499983672412299,-1.8708371093181499,3.1569997263589098,,
thyroid_full,input,19,input_019,0.16358572392579199,78.164393848987899,-1.8104181206883301,4.3588142222366999,,
thyroid_full,input,20,input_020,0.175157781005708,16.6993852472926,-1.7420681055140399,2.8153719072057899,,
thyroid_full,input,21,input_021,0.18756392977212799,28.769316517718899,-1.6736355329002299,3.3593094205109701,,
thyroid_full,input,22,input_022,0.198362874279848,28.6538972526922,-1.6176572272471501,3.3552894636719199,,
thyroid_full,input,23,input_023,0.211158588921246,16.073186100010801,-1.5551458215587799,2.7771524239440901,,
thyroid_full,input,24,input_024,0.22410777431776299,14.6327512162548,-1.4956282074884399,2.6832622504113899,,
thyroid_full,input,25,input_025,0.23800193029128799,8.9821450134163499,-1.43547649487595,2.1952387194268201,,
thyroid_full,input,26,input_026,0.25289666649859299,22.339004207656799,-1.3747743064978999,3.1063342182365199,,
thyroid_full,input,27,input_027,0.26732388245920402,6.7536788237767897,-1.31929431280564,1.91008736734982,,
thyroid_full,input,28,input_028,0.28335284560484703,8.98076619211351,-1.26106235369646,2.1950852007360302,,
thyroid_full,input,29,input_029,0.29843484324674702,7.6837487503133399,-1.20920365055656,2.0391075465988702,,
thyroid_full,input,30,input_030,0.31521462189510902,7.4849426080386499,-1.15450153281323,2.01289335024549,,
thyroid_full,input,31,input_031,0.33215846824649498,9.7840779853509297,-1.1021431099482699,2.28075636905537,,
thyroid_full,input,32,input_032,0.348227430157453,3.4539843585982899,-1.05489947773341,1.23952845122503,,
thyroid_full,input,33,input_033,0.36536590894636101,2.5053499709067402,-1.00685593729343,0.91842843372324801,,
thyroid_full,input,34,input_034,0.38288261919432398,10.1420406122049,-0.96002681407467105,2.3166892217234101,,
thyroid_full,input,35,input_035,0.40190298748834202,2.9755323794850201,-0.911544544142462,1.0904229740751601,,
thyroid_full,input,36,input_036,0.41944809865271498,2.9050384422989701,-0.86881548265346298,1.0664466233657,,
thyroid_full,input,37,input_037,0.44046044020517799,10.5977676335621,-0.81993464421042705,2.3606433783312499,,
thyroid_full,input,38,input_038,0.46186659623064402,1.6285540723545699,-0.772479182345023,0.48769254896220199,,
thyroid_full,input,39,input_039,0.48342451114367302,2.0686582382555501,-0.72686010628108899,0.72690020302922598,,
thyroid_full,input,40,input_040,0.50446254308438998,6.1460819356705798,-0.68426168756545103,1.8158147951636201,,
thyroid_full,input,41,input_041,0.527123699661739,6.4714166008441802,-0.64032003376836999,1.86739503367279,,
thyroid_full,input,42,input_042,0.55189615356609001,4.8688882109799501,-0.59439537800092201,1.58286561759831,,
thyroid_full,input,43,input_043,0.576474931085316,3.0534689576630401,-0.55082342489272296,1.11627830748005,,
thyroid_full,input,44,input_044,0.60346615391178404,1.61157833058383,-0.50506532301347595,0.477214028342341,,
thyroid_full,input,45,input_045,0.62850346621335795,3.27467995470202,-0.46441373590998902,1.18622014055683,,
thyroid_full,input,46,input_046,0.65586252337974205,2.13073211909377,-0.42180408001918002,0.75646563854827498,,
thyroid_full,input,47,input_047,0.681966862315873,2.3054751961226998,-0.382774211298816,0.83528681403928096,,
thyroid_full,input,48,input_048,0.71563333766920401,5.8970897573982199,-0.33458734141593999,1.77445896776029,,
thyroid_full,input,49,input_049,0.74686516605451203,1.5269430671103199,-0.29187061073788201,0.423267741396254,,
thyroid_full,input,50,input_050,0.77729413946771697,3.5075112829058401,-0.25193644237593399,1.25490674978356,,
thyroid_full,input,51,input_051,0.81339903583666295,0.62302268650067405,-0.206533470859281,-0.47317234592884,,
thyroid_full,input,52,input_052,0.84928147617337602,4.5261805525063803,-0.163364609132987,1.50987843870608,,
thyroid_full,input,53,input_053,0.88827352852283703,0.38659963485652998,-0.118475555804926,-0.95036565670775897,,
thyroid_full,input,54,input_054,0.93039258039822303,3.7612709202671999,-0.072148652445955405,1.3247569109984101,,
thyroid_full,input,55,input_055,0.97131180054755195,1.2854835185571001,-0.029107749417186999,0.25113492660474102,,
thyroid_full,input,56,input_056,1.0124814276549601,3.20859485902769,0.012404176773488399,1.16583310268575,,
thyroid_full,input,57,input_057,1.0543758921332,1.67295234380063,0.052949020442884298,0.51458993612414805,,
thyroid_full,input,58,input_058,1.0993153786985801,0.57224367540402499,0.094687603042332702,-0.55819037236601898,,
thyroid_full,input,59,input_059,1.1454485270988499,0.89864775321625601,0.13579628702521099,-0.106864141963866,,
thyroid_full,input,60,input_060,1.19054008566209,0.73067488936441105,0.17440705766064499,-0.31378666595349503,,
thyroid_full,input,61,input_061,1.2499861884797101,1.02378260132337,0.223132502036931,0.023504200682609201,,
thyroid_full,input,62,input_062,1.3030259107683799,1.63337740977896,0.264689183415736,0.49064990166332501,,
thyroid_full,input,63,input_063,1.3637838799186199,2.30376454625834,0.31026310105994598,0.83454454414727397,,
thyroid_full,input,64,input_064,1.42570868694768,1.28506720598161,0.35466901426974601,0.25081101735436401,,
thyroid_full,input,65,input_065,1.49288031522173,1.2497502509323799,0.40070735139313901,0.222943732097582,,
thyroid_full,input,66,input_066,1.5581554791022401,0.96032098763925,0.44350273650170902,-0.040487688282593803,,
thyroid_full,input,67,input_067,1.6304472638416601,0.77848485319703897,0.48885437217413302,-0.25040574429166002,,
thyroid_full,input,68,input_068,1.70998048951104,0.82470887412744698,0.53648196080681398,-0.192724834769718,,
thyroid_full,input,69,input_069,1.7949294717575599,3.2329043461007299,0.58496572966834703,1.17338091157524,,
thyroid_full,input,70,input_070,1.87343018993735,0.40812783083022403,0.62777107671447896,-0.89617484279118098,,
thyroid_full,input,71,input_071,1.9632731571333399,1.15550282324356,0.67461305850869102,0.144535594038324,,
thyroid_full,input,72,input_072,2.0370521151281298,1.0051737585926701,0.71150372117273597,0.0051604206886366501,,
thyroid_full,input,73,input_073,2.12818227599112,1.0657675912339999,0.75526822382199799,0.063695282493648198,,
thyroid_full,input,74,input_074,2.2298930261471801,0.56928746496590599,0.80195361398382503,-0.56336976159544405,,
thyroid_full,input,75,input_075,2.3268792752437899,0.60120855308163701,0.84452800297596897,-0.50881339452181895,,
thyroid_full,input,76,input_076,2.4278181577307301,0.445228131817134,0.88699297654196196,-0.80916847241013001,,
thyroid_full,input,77,input_077,2.55486293527203,1.0262417347975099,0.93799857653059304,0.025903327961574501,,
thyroid_full,input,78,input_078,2.6786396032040698,0.88747211192118602,0.98530905490006604,-0.119378181313681,,
thyroid_full,input,79,input_079,2.8075550033385399,0.91173527111191999,1.0323139990106001,-0.092405603948736106,,
thyroid_full,input,80,input_080,2.93825507136664,0.96298437444504503,1.0778158920113501,-0.037718093229417202,,
thyroid_full,input,81,input_081,3.0899946147911201,0.76229948167813599,1.12816934812209,-0.27141577993286498,,
thyroid_full,input,82,input_082,3.2421291790978501,1.9850674320927499,1.17623026801562,0.68565288438973904,,
thyroid_full,input,83,input_083,3.4017749512648998,0.73022161484123904,1.22429733989397,-0.31440720893708402,,
thyroid_full,input,84,input_084,3.5820736713308201,0.66155330364157705,1.2759418705210499,-0.41316471871648403,,
thyroid_full,input,85,input_085,3.7457921802177601,0.61418604537999699,1.3206331246980501,-0.48745739122700998,,
thyroid_full,input,86,input_086,3.9356635250454901,1.28529603670709,1.3700794890128301,0.25098907057445402,,
thyroid_full,input,87,input_087,4.1379410943992498,0.93514373321588196,1.4201983439390999,-0.067055036143403399,,
thyroid_full,input,88,input_088,4.3631910781301597,0.64865870846858997,1.47320368830745,-0.43284857352746398,,
thyroid_full,input,89,input_089,4.6097271623027796,0.90228525310121399,1.5281686713748599,-0.102824563791166,,
thyroid_full,input,90,input_090,4.84111586086948,0.60450368327940796,1.57714524392245,-0.50334751584509496,,
thyroid_full,input,91,input_091,5.0961531926098003,1.4639037841370299,1.62848597916218,0.381106692161509,,
thyroid_full,input,92,input_092,5.3979358996733398,0.97163777425801301,1.6860166396963601,-0.028772204205158101,,
thyroid_full,input,93,input_093,5.6926541265794297,1.68151789210862,1.7391765939655,0.51969689270572705,,
thyroid_full,input,94,input_094,6.0047102116197504,0.354081330461893,1.7925441965190001,-1.03822864516869,,
thyroid_full,input,95,input_095,6.33087495244202,0.30776369957492999,1.8454384497387499,-1.1784229996364399,,
thyroid_full,input,96,input_096,6.7239206741562301,0.56080408248038405,1.9056714180580101,-0.57838366354434501,,
thyroid_full,input,97,input_097,7.0654074746207298,0.32276821525303601,1.9552106895789001,-1.13082081319329,,
thyroid_full,input,98,input_098,7.4486190990164101,1.45194624678689,2.0080286593742298,0.37290489559811801,,
thyroid_full,input,99,input_099,7.8321987213884103,0.182692952881956,2.05824327791301,-1.6999483884167701,,
thyroid_full,input,100,input_100,8.3095863254669808,0.79087386450881103,2.1174098272993902,-0.23461678725651999,,
thyroid_full,input,101,input_101,8.7856980768460193,0.411914250034697,2.1731251808436198,-0.88694008227861598,,
thyroid_full,input,102,input_102,9.2518941138717796,0.47027269399910199,2.2248282996292299,-0.75444255253088599,,
thyroid_full,input,103,input_103,9.8077896604189103,0.202126671206217,2.2831769332480398,-1.5988606929373901,,
thyroid_full,input,104,input_104,10.495319211359901,0.177505795050833,2.3509293683755499,-1.7287520224259001,,
thyroid_full,input,105,input_105,11.104210321936399,0.36896064055019401,2.4073243446816499,-0.99706530580637098,,
thyroid_full,input,106,input_106,11.765594212345601,0.60517447486068698,2.4651795276906099,-0.50223847432769597,,
thyroid_full,input,107,input_107,12.489593325559399,0.46476784218442002,2.5248957636041398,-0.76621726218813602,,
thyroid_full,input,108,input_108,13.315359970191601,0.18679233613822699,2.5889182538378699,-1.67775778112631,,
